_raw,_time,date_hour,date_mday,date_minute,date_month,date_second,date_wday,date_year,date_zone,euid,eventtype,host,index,linecount,punct,rhost,source,sourcetype,splunk_server,splunk_server_group,tag,tag::eventtype,timeendpos,timestartpos,tty,uid,user,attempts_in_window,unique_users_in_window,seconds_since_last_attempt,hour,targets_root,rule_flag,ml_anomaly,ml_anomaly_score,ip_is_attacker,ip_anomaly_score
Jun 15 02:04:59 combo sshd(pam_unix)[20897]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,2026-06-14 23:04:59+00:00,2.0,15.0,4.0,june,59.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=---.-..__=,220-135-151-1.hinet-ip.hinet.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,root,10,1,0.0,23,1,1,-1,-0.07124811341371245,1,-0.029195777678079016
Jun 15 02:04:59 combo sshd(pam_unix)[20898]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,2026-06-14 23:04:59+00:00,2.0,15.0,4.0,june,59.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=---.-..__=,220-135-151-1.hinet-ip.hinet.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,root,10,1,0.0,23,1,1,-1,-0.07124811341371245,1,-0.029195777678079016
Jun 15 12:12:34 combo sshd(pam_unix)[23395]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,75392.0,9,0,1,-1,-0.10352755111020434,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23404]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23399]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23406]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23397]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23403]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23396]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23412]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23407]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:12:34 combo sshd(pam_unix)[23394]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:12:34+00:00,12.0,15.0,12.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,9,0,1,-1,-0.0398642317519598,1,-0.01790846351071218
Jun 15 12:13:19 combo sshd(pam_unix)[23414]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:13:19+00:00,12.0,15.0,13.0,june,19.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,11,1,45.0,9,0,1,-1,-0.05525475892516779,1,-0.01790846351071218
Jun 15 12:13:20 combo sshd(pam_unix)[23416]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4 ,2026-06-15 09:13:20+00:00,12.0,15.0,13.0,june,20.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=..._,218.188.2.4,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,12,1,1.0,9,0,1,-1,-0.04668833597495042,1,-0.01790846351071218
Jun 15 14:53:32 combo sshd(pam_unix)[23664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:32+00:00,14.0,15.0,53.0,june,32.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,3,1,9999.0,11,0,0,-1,-0.005757179324966444,0,0.05796245217413176
Jun 15 14:53:32 combo sshd(pam_unix)[23663]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:32+00:00,14.0,15.0,53.0,june,32.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,3,1,0.0,11,0,0,1,0.006986917237769508,0,0.05796245217413176
Jun 15 14:53:32 combo sshd(pam_unix)[23661]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:32+00:00,14.0,15.0,53.0,june,32.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,3,1,0.0,11,0,0,1,0.006986917237769508,0,0.05796245217413176
Jun 15 14:53:33 combo sshd(pam_unix)[23665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:33+00:00,14.0,15.0,53.0,june,33.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,4,1,1.0,11,0,0,-1,-0.008204994321387438,0,0.05796245217413176
Jun 15 14:53:34 combo sshd(pam_unix)[23669]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:34+00:00,14.0,15.0,53.0,june,34.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,5,1,1.0,11,0,1,-1,-0.011001827088423344,0,0.05796245217413176
Jun 15 14:53:35 combo sshd(pam_unix)[23674]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:35+00:00,14.0,15.0,53.0,june,35.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,8,1,1.0,11,0,1,-1,-0.035503431135337105,0,0.05796245217413176
Jun 15 14:53:35 combo sshd(pam_unix)[23673]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:35+00:00,14.0,15.0,53.0,june,35.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,8,1,0.0,11,0,1,-1,-0.034685110710812206,0,0.05796245217413176
Jun 15 14:53:35 combo sshd(pam_unix)[23671]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:35+00:00,14.0,15.0,53.0,june,35.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,8,1,0.0,11,0,1,-1,-0.034685110710812206,0,0.05796245217413176
Jun 15 14:53:36 combo sshd(pam_unix)[23677]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:36+00:00,14.0,15.0,53.0,june,36.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,1.0,11,0,1,-1,-0.046886692243386985,0,0.05796245217413176
Jun 15 14:53:36 combo sshd(pam_unix)[23678]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com ,2026-06-15 11:53:36+00:00,14.0,15.0,53.0,june,36.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=.._,061092085098.ctinets.com,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,11,0,1,-1,-0.04602932441113522,0,0.05796245217413176
Jun 15 20:05:31 combo sshd(pam_unix)[24140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,2026-06-15 17:05:31+00:00,20.0,15.0,5.0,june,31.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=---..._,d211-116-254-214.rev.krline.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,5,1,9999.0,17,0,1,-1,-0.04628909221361638,0,0.03107603345771426
Jun 15 20:05:31 combo sshd(pam_unix)[24141]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,2026-06-15 17:05:31+00:00,20.0,15.0,5.0,june,31.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=---..._,d211-116-254-214.rev.krline.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,5,1,0.0,17,0,1,-1,-0.030434993316001357,0,0.03107603345771426
Jun 15 20:05:31 combo sshd(pam_unix)[24139]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,2026-06-15 17:05:31+00:00,20.0,15.0,5.0,june,31.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=---..._,d211-116-254-214.rev.krline.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,5,1,0.0,17,0,1,-1,-0.030434993316001357,0,0.03107603345771426
Jun 15 20:05:31 combo sshd(pam_unix)[24138]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,2026-06-15 17:05:31+00:00,20.0,15.0,5.0,june,31.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=---..._,d211-116-254-214.rev.krline.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,5,1,0.0,17,0,1,-1,-0.030434993316001357,0,0.03107603345771426
Jun 15 20:05:31 combo sshd(pam_unix)[24137]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net ,2026-06-15 17:05:31+00:00,20.0,15.0,5.0,june,31.0,monday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=---..._,d211-116-254-214.rev.krline.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,5,1,0.0,17,0,1,-1,-0.030434993316001357,0,0.03107603345771426
Jun 17 19:43:13 combo sshd(pam_unix)[30565]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,2026-06-17 16:43:13+00:00,19.0,17.0,43.0,june,13.0,wednesday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=...__=,211.46.224.253,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,guest,1,1,9999.0,16,0,0,1,0.03680141455783659,0,0.18026287684183745
Jun 18 01:30:59 combo sshd(pam_unix)[31198]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,9999.0,22,0,1,-1,-0.09170040367726823,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31201]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31199]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31200]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31202]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31204]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31205]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31203]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
Jun 18 01:30:59 combo sshd(pam_unix)[31207]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net ,2026-06-17 22:30:59+00:00,1.0,18.0,30.0,june,59.0,thursday,2026.0,local,0.0,,Kamal,main,1.0,__::__()[]:__;_=_=_=_=_=_=----...._,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Linux_2k.log,my_linux_logs,Kamal,,,,16.0,0.0,NODEVssh,0.0,unknown,10,1,0.0,22,0,1,-1,-0.0715679232731859,1,-0.06403275921357598
